c resource constrained multi commodity flow
c Pacific
a 22 29 48 44172 300
a 22 32 48 44172 300
a 22 64 48 44172 300
a 22 88 48 44172 300
a 22 116 48 44172 300
a 29 22 48 44172 300
a 29 32 48 44172 300
a 29 64 48 44172 300
a 29 88 48 44172 300
a 29 116 48 44172 300
a 32 22 48 44172 300
a 32 29 48 44172 300
a 32 64 48 44172 300
a 32 88 48 44172 300
a 32 116 48 44172 300
a 64 22 48 44172 300
a 64 29 48 44172 300
a 64 32 48 44172 300
a 64 88 48 44172 300
a 64 116 48 44172 300
a 88 22 48 44172 300
a 88 29 48 44172 300
a 88 32 48 44172 300
a 88 64 48 44172 300
a 88 116 48 44172 300
a 116 22 48 44172 300
a 116 29 48 44172 300
a 116 32 48 44172 300
a 116 64 48 44172 300
a 116 88 48 44172 300
a 66 117 141 44172 300
a 117 66 141 44172 300
a 56 67 60 44172 300
a 67 56 60 44172 300
a 39 57 34 44172 300
a 39 68 34 44172 300
a 39 89 34 44172 300
a 39 99 34 44172 300
a 57 39 34 44172 300
a 57 68 34 44172 300
a 57 89 34 44172 300
a 57 99 34 44172 300
a 68 39 34 44172 300
a 68 57 34 44172 300
a 68 89 34 44172 300
a 68 99 34 44172 300
a 89 39 34 44172 300
a 89 57 34 44172 300
a 89 68 34 44172 300
a 89 99 34 44172 300
a 99 39 34 44172 300
a 99 57 34 44172 300
a 99 68 34 44172 300
a 99 89 34 44172 300
a 17 23 59 44172 300
a 17 30 59 44172 300
a 17 40 59 44172 300
a 17 46 59 44172 300
a 17 58 59 44172 300
a 17 69 59 44172 300
a 17 90 59 44172 300
a 17 100 59 44172 300
a 17 107 59 44172 300
a 17 125 59 44172 300
a 23 17 59 44172 300
a 23 30 59 44172 300
a 23 40 59 44172 300
a 23 46 59 44172 300
a 23 58 59 44172 300
a 23 69 59 44172 300
a 23 90 59 44172 300
a 23 100 59 44172 300
a 23 107 59 44172 300
a 23 125 59 44172 300
a 30 17 59 44172 300
a 30 23 59 44172 300
a 30 40 59 44172 300
a 30 46 59 44172 300
a 30 58 59 44172 300
a 30 69 59 44172 300
a 30 90 59 44172 300
a 30 100 59 44172 300
a 30 107 59 44172 300
a 30 125 59 44172 300
a 40 17 59 44172 300
a 40 23 59 44172 300
a 40 30 59 44172 300
a 40 46 59 44172 300
a 40 58 59 44172 300
a 40 69 59 44172 300
a 40 90 59 44172 300
a 40 100 59 44172 300
a 40 107 59 44172 300
a 40 125 59 44172 300
a 46 17 59 44172 300
a 46 23 59 44172 300
a 46 30 59 44172 300
a 46 40 59 44172 300
a 46 58 59 44172 300
a 46 69 59 44172 300
a 46 90 59 44172 300
a 46 100 59 44172 300
a 46 107 59 44172 300
a 46 125 59 44172 300
a 58 17 59 44172 300
a 58 23 59 44172 300
a 58 30 59 44172 300
a 58 40 59 44172 300
a 58 46 59 44172 300
a 58 69 59 44172 300
a 58 90 59 44172 300
a 58 100 59 44172 300
a 58 107 59 44172 300
a 58 125 59 44172 300
a 69 17 59 44172 300
a 69 23 59 44172 300
a 69 30 59 44172 300
a 69 40 59 44172 300
a 69 46 59 44172 300
a 69 58 59 44172 300
a 69 90 59 44172 300
a 69 100 59 44172 300
a 69 107 59 44172 300
a 69 125 59 44172 300
a 90 17 59 44172 300
a 90 23 59 44172 300
a 90 30 59 44172 300
a 90 40 59 44172 300
a 90 46 59 44172 300
a 90 58 59 44172 300
a 90 69 59 44172 300
a 90 100 59 44172 300
a 90 107 59 44172 300
a 90 125 59 44172 300
a 100 17 59 44172 300
a 100 23 59 44172 300
a 100 30 59 44172 300
a 100 40 59 44172 300
a 100 46 59 44172 300
a 100 58 59 44172 300
a 100 69 59 44172 300
a 100 90 59 44172 300
a 100 107 59 44172 300
a 100 125 59 44172 300
a 107 17 59 44172 300
a 107 23 59 44172 300
a 107 30 59 44172 300
a 107 40 59 44172 300
a 107 46 59 44172 300
a 107 58 59 44172 300
a 107 69 59 44172 300
a 107 90 59 44172 300
a 107 100 59 44172 300
a 107 125 59 44172 300
a 125 17 59 44172 300
a 125 23 59 44172 300
a 125 30 59 44172 300
a 125 40 59 44172 300
a 125 46 59 44172 300
a 125 58 59 44172 300
a 125 69 59 44172 300
a 125 90 59 44172 300
a 125 100 59 44172 300
a 125 107 59 44172 300
a 35 71 101 44172 300
a 35 108 101 44172 300
a 35 118 101 44172 300
a 35 126 101 44172 300
a 71 35 101 44172 300
a 71 108 101 44172 300
a 71 118 101 44172 300
a 71 126 101 44172 300
a 108 35 101 44172 300
a 108 71 101 44172 300
a 108 118 101 44172 300
a 108 126 101 44172 300
a 118 35 101 44172 300
a 118 71 101 44172 300
a 118 108 101 44172 300
a 118 126 101 44172 300
a 126 35 101 44172 300
a 126 71 101 44172 300
a 126 108 101 44172 300
a 126 118 101 44172 300
a 3 47 1 44172 300
a 3 73 1 44172 300
a 47 3 1 44172 300
a 47 73 1 44172 300
a 73 3 1 44172 300
a 73 47 1 44172 300
a 4 24 85 44172 300
a 4 41 85 44172 300
a 4 48 85 44172 300
a 4 59 85 44172 300
a 4 91 85 44172 300
a 4 101 85 44172 300
a 4 109 85 44172 300
a 4 127 85 44172 300
a 24 4 85 44172 300
a 24 41 85 44172 300
a 24 48 85 44172 300
a 24 59 85 44172 300
a 24 91 85 44172 300
a 24 101 85 44172 300
a 24 109 85 44172 300
a 24 127 85 44172 300
a 41 4 85 44172 300
a 41 24 85 44172 300
a 41 48 85 44172 300
a 41 59 85 44172 300
a 41 91 85 44172 300
a 41 101 85 44172 300
a 41 109 85 44172 300
a 41 127 85 44172 300
a 48 4 85 44172 300
a 48 24 85 44172 300
a 48 41 85 44172 300
a 48 59 85 44172 300
a 48 91 85 44172 300
a 48 101 85 44172 300
a 48 109 85 44172 300
a 48 127 85 44172 300
a 59 4 85 44172 300
a 59 24 85 44172 300
a 59 41 85 44172 300
a 59 48 85 44172 300
a 59 91 85 44172 300
a 59 101 85 44172 300
a 59 109 85 44172 300
a 59 127 85 44172 300
a 91 4 85 44172 300
a 91 24 85 44172 300
a 91 41 85 44172 300
a 91 48 85 44172 300
a 91 59 85 44172 300
a 91 101 85 44172 300
a 91 109 85 44172 300
a 91 127 85 44172 300
a 101 4 85 44172 300
a 101 24 85 44172 300
a 101 41 85 44172 300
a 101 48 85 44172 300
a 101 59 85 44172 300
a 101 91 85 44172 300
a 101 109 85 44172 300
a 101 127 85 44172 300
a 109 4 85 44172 300
a 109 24 85 44172 300
a 109 41 85 44172 300
a 109 48 85 44172 300
a 109 59 85 44172 300
a 109 91 85 44172 300
a 109 101 85 44172 300
a 109 127 85 44172 300
a 127 4 85 44172 300
a 127 24 85 44172 300
a 127 41 85 44172 300
a 127 48 85 44172 300
a 127 59 85 44172 300
a 127 91 85 44172 300
a 127 101 85 44172 300
a 127 109 85 44172 300
a 36 74 109 44172 300
a 74 36 109 44172 300
a 5 42 1 44172 300
a 5 49 1 44172 300
a 5 60 1 44172 300
a 5 75 1 44172 300
a 42 5 1 44172 300
a 42 49 1 44172 300
a 42 60 1 44172 300
a 42 75 1 44172 300
a 49 5 1 44172 300
a 49 42 1 44172 300
a 49 60 1 44172 300
a 49 75 1 44172 300
a 60 5 1 44172 300
a 60 42 1 44172 300
a 60 49 1 44172 300
a 60 75 1 44172 300
a 75 5 1 44172 300
a 75 42 1 44172 300
a 75 49 1 44172 300
a 75 60 1 44172 300
a 6 50 83 44172 300
a 50 6 83 44172 300
a 7 12 25 44172 300
a 7 31 25 44172 300
a 7 43 25 44172 300
a 7 51 25 44172 300
a 7 76 25 44172 300
a 7 92 25 44172 300
a 7 119 25 44172 300
a 7 128 25 44172 300
a 12 7 25 44172 300
a 12 31 25 44172 300
a 12 43 25 44172 300
a 12 51 25 44172 300
a 12 76 25 44172 300
a 12 92 25 44172 300
a 12 119 25 44172 300
a 12 128 25 44172 300
a 31 7 25 44172 300
a 31 12 25 44172 300
a 31 43 25 44172 300
a 31 51 25 44172 300
a 31 76 25 44172 300
a 31 92 25 44172 300
a 31 119 25 44172 300
a 31 128 25 44172 300
a 43 7 25 44172 300
a 43 12 25 44172 300
a 43 31 25 44172 300
a 43 51 25 44172 300
a 43 76 25 44172 300
a 43 92 25 44172 300
a 43 119 25 44172 300
a 43 128 25 44172 300
a 51 7 25 44172 300
a 51 12 25 44172 300
a 51 31 25 44172 300
a 51 43 25 44172 300
a 51 76 25 44172 300
a 51 92 25 44172 300
a 51 119 25 44172 300
a 51 128 25 44172 300
a 76 7 25 44172 300
a 76 12 25 44172 300
a 76 31 25 44172 300
a 76 43 25 44172 300
a 76 51 25 44172 300
a 76 92 25 44172 300
a 76 119 25 44172 300
a 76 128 25 44172 300
a 92 7 25 44172 300
a 92 12 25 44172 300
a 92 31 25 44172 300
a 92 43 25 44172 300
a 92 51 25 44172 300
a 92 76 25 44172 300
a 92 119 25 44172 300
a 92 128 25 44172 300
a 119 7 25 44172 300
a 119 12 25 44172 300
a 119 31 25 44172 300
a 119 43 25 44172 300
a 119 51 25 44172 300
a 119 76 25 44172 300
a 119 92 25 44172 300
a 119 128 25 44172 300
a 128 7 25 44172 300
a 128 12 25 44172 300
a 128 31 25 44172 300
a 128 43 25 44172 300
a 128 51 25 44172 300
a 128 76 25 44172 300
a 128 92 25 44172 300
a 128 119 25 44172 300
a 13 33 571 44172 300
a 13 79 571 44172 300
a 13 102 571 44172 300
a 13 105 571 44172 300
a 13 110 571 44172 300
a 13 129 571 44172 300
a 33 13 571 44172 300
a 33 79 571 44172 300
a 33 102 571 44172 300
a 33 105 571 44172 300
a 33 110 571 44172 300
a 33 129 571 44172 300
a 79 13 571 44172 300
a 79 33 571 44172 300
a 79 102 571 44172 300
a 79 105 571 44172 300
a 79 110 571 44172 300
a 79 129 571 44172 300
a 102 13 571 44172 300
a 102 33 571 44172 300
a 102 79 571 44172 300
a 102 105 571 44172 300
a 102 110 571 44172 300
a 102 129 571 44172 300
a 105 13 571 44172 300
a 105 33 571 44172 300
a 105 79 571 44172 300
a 105 102 571 44172 300
a 105 110 571 44172 300
a 105 129 571 44172 300
a 110 13 571 44172 300
a 110 33 571 44172 300
a 110 79 571 44172 300
a 110 102 571 44172 300
a 110 105 571 44172 300
a 110 129 571 44172 300
a 129 13 571 44172 300
a 129 33 571 44172 300
a 129 79 571 44172 300
a 129 102 571 44172 300
a 129 105 571 44172 300
a 129 110 571 44172 300
a 80 121 148 44172 300
a 121 80 148 44172 300
a 44 52 60 44172 300
a 52 44 60 44172 300
a 8 53 66 44172 300
a 53 8 66 44172 300
a 162 6 0 44172 100
a 162 50 0 44172 100
a 171 81 0 44172 100
a 144 27 0 44172 100
a 169 80 0 44172 100
a 169 121 0 44172 100
a 172 8 0 44172 100
a 172 53 0 44172 100
a 134 0 0 44172 100
a 134 62 0 44172 100
a 134 94 0 44172 100
a 134 103 0 44172 100
a 134 113 0 44172 100
a 134 18 0 44172 100
a 157 2 0 44172 100
a 143 97 0 44172 100
a 138 85 0 44172 100
a 138 96 0 44172 100
a 138 115 0 44172 100
a 138 19 0 44172 100
a 138 38 0 44172 100
a 160 74 0 44172 100
a 160 36 0 44172 100
a 154 70 0 44172 100
a 135 84 0 44172 100
a 135 114 0 44172 100
a 135 9 0 44172 100
a 135 15 0 44172 100
a 135 26 0 44172 100
a 164 77 0 44172 100
a 165 78 0 44172 100
a 142 86 0 44172 100
a 152 57 0 44172 100
a 152 68 0 44172 100
a 152 89 0 44172 100
a 152 99 0 44172 100
a 152 39 0 44172 100
a 139 1 0 44172 100
a 139 45 0 44172 100
a 163 7 0 44172 100
a 163 51 0 44172 100
a 163 76 0 44172 100
a 163 92 0 44172 100
a 163 119 0 44172 100
a 163 128 0 44172 100
a 163 12 0 44172 100
a 163 31 0 44172 100
a 163 43 0 44172 100
a 167 34 0 44172 100
a 146 63 0 44172 100
a 146 20 0 44172 100
a 130 61 0 44172 100
a 130 111 0 44172 100
a 151 56 0 44172 100
a 151 67 0 44172 100
a 140 54 0 44172 100
a 149 65 0 44172 100
a 150 66 0 44172 100
a 150 117 0 44172 100
a 131 112 0 44172 100
a 131 14 0 44172 100
a 131 25 0 44172 100
a 137 95 0 44172 100
a 137 123 0 44172 100
a 137 11 0 44172 100
a 137 16 0 44172 100
a 137 37 0 44172 100
a 147 98 0 44172 100
a 147 104 0 44172 100
a 147 124 0 44172 100
a 147 21 0 44172 100
a 147 28 0 44172 100
a 166 79 0 44172 100
a 166 102 0 44172 100
a 166 105 0 44172 100
a 166 110 0 44172 100
a 166 129 0 44172 100
a 166 13 0 44172 100
a 166 33 0 44172 100
a 168 120 0 44172 100
a 155 71 0 44172 100
a 155 108 0 44172 100
a 155 118 0 44172 100
a 155 126 0 44172 100
a 155 35 0 44172 100
a 145 87 0 44172 100
a 161 5 0 44172 100
a 161 49 0 44172 100
a 161 60 0 44172 100
a 161 75 0 44172 100
a 161 42 0 44172 100
a 170 52 0 44172 100
a 170 44 0 44172 100
a 156 72 0 44172 100
a 141 55 0 44172 100
a 133 83 0 44172 100
a 133 93 0 44172 100
a 136 106 0 44172 100
a 136 122 0 44172 100
a 136 10 0 44172 100
a 153 46 0 44172 100
a 153 58 0 44172 100
a 153 69 0 44172 100
a 153 90 0 44172 100
a 153 100 0 44172 100
a 153 107 0 44172 100
a 153 125 0 44172 100
a 153 17 0 44172 100
a 153 23 0 44172 100
a 153 30 0 44172 100
a 153 40 0 44172 100
a 158 3 0 44172 100
a 158 47 0 44172 100
a 158 73 0 44172 100
a 132 82 0 44172 100
a 148 64 0 44172 100
a 148 88 0 44172 100
a 148 116 0 44172 100
a 148 22 0 44172 100
a 148 29 0 44172 100
a 148 32 0 44172 100
a 159 4 0 44172 100
a 159 48 0 44172 100
a 159 59 0 44172 100
a 159 91 0 44172 100
a 159 101 0 44172 100
a 159 109 0 44172 100
a 159 127 0 44172 100
a 159 24 0 44172 100
a 159 41 0 44172 100
a 112 174 0 44172 100
a 14 174 0 44172 100
a 25 174 0 44172 100
a 74 203 0 44172 100
a 36 203 0 44172 100
a 71 198 0 44172 100
a 108 198 0 44172 100
a 118 198 0 44172 100
a 126 198 0 44172 100
a 35 198 0 44172 100
a 1 182 0 44172 100
a 45 182 0 44172 100
a 3 201 0 44172 100
a 47 201 0 44172 100
a 73 201 0 44172 100
a 84 178 0 44172 100
a 114 178 0 44172 100
a 9 178 0 44172 100
a 15 178 0 44172 100
a 26 178 0 44172 100
a 85 181 0 44172 100
a 96 181 0 44172 100
a 115 181 0 44172 100
a 19 181 0 44172 100
a 38 181 0 44172 100
a 81 214 0 44172 100
a 70 197 0 44172 100
a 66 193 0 44172 100
a 117 193 0 44172 100
a 80 212 0 44172 100
a 121 212 0 44172 100
a 61 173 0 44172 100
a 111 173 0 44172 100
a 63 189 0 44172 100
a 20 189 0 44172 100
a 8 215 0 44172 100
a 53 215 0 44172 100
a 77 207 0 44172 100
a 86 185 0 44172 100
a 87 188 0 44172 100
a 78 208 0 44172 100
a 34 210 0 44172 100
a 5 204 0 44172 100
a 49 204 0 44172 100
a 60 204 0 44172 100
a 75 204 0 44172 100
a 42 204 0 44172 100
a 52 213 0 44172 100
a 44 213 0 44172 100
a 6 205 0 44172 100
a 50 205 0 44172 100
a 2 200 0 44172 100
a 54 183 0 44172 100
a 0 177 0 44172 100
a 62 177 0 44172 100
a 94 177 0 44172 100
a 103 177 0 44172 100
a 113 177 0 44172 100
a 18 177 0 44172 100
a 55 184 0 44172 100
a 83 176 0 44172 100
a 93 176 0 44172 100
a 4 202 0 44172 100
a 48 202 0 44172 100
a 59 202 0 44172 100
a 91 202 0 44172 100
a 101 202 0 44172 100
a 109 202 0 44172 100
a 127 202 0 44172 100
a 24 202 0 44172 100
a 41 202 0 44172 100
a 120 211 0 44172 100
a 95 180 0 44172 100
a 123 180 0 44172 100
a 11 180 0 44172 100
a 16 180 0 44172 100
a 37 180 0 44172 100
a 65 192 0 44172 100
a 57 195 0 44172 100
a 68 195 0 44172 100
a 89 195 0 44172 100
a 99 195 0 44172 100
a 39 195 0 44172 100
a 72 199 0 44172 100
a 79 209 0 44172 100
a 102 209 0 44172 100
a 105 209 0 44172 100
a 110 209 0 44172 100
a 129 209 0 44172 100
a 13 209 0 44172 100
a 33 209 0 44172 100
a 98 190 0 44172 100
a 104 190 0 44172 100
a 124 190 0 44172 100
a 21 190 0 44172 100
a 28 190 0 44172 100
a 106 179 0 44172 100
a 122 179 0 44172 100
a 10 179 0 44172 100
a 64 191 0 44172 100
a 88 191 0 44172 100
a 116 191 0 44172 100
a 22 191 0 44172 100
a 29 191 0 44172 100
a 32 191 0 44172 100
a 27 187 0 44172 100
a 7 206 0 44172 100
a 51 206 0 44172 100
a 76 206 0 44172 100
a 92 206 0 44172 100
a 119 206 0 44172 100
a 128 206 0 44172 100
a 12 206 0 44172 100
a 31 206 0 44172 100
a 43 206 0 44172 100
a 56 194 0 44172 100
a 67 194 0 44172 100
a 46 196 0 44172 100
a 58 196 0 44172 100
a 69 196 0 44172 100
a 90 196 0 44172 100
a 100 196 0 44172 100
a 107 196 0 44172 100
a 125 196 0 44172 100
a 17 196 0 44172 100
a 23 196 0 44172 100
a 30 196 0 44172 100
a 40 196 0 44172 100
a 82 175 0 44172 100
a 97 186 0 44172 100
