c resource constrained multi commodity flow
c WorldLarge
k 366 546 1 2600
k 366 549 1 3900
k 366 554 10 2200
k 366 557 5 5100
k 366 561 1 7000
k 366 566 10 3300
k 366 568 2 1700
k 366 571 24 2300
k 366 573 2 2400
k 366 574 1 1500
k 366 575 2 4100
k 366 577 6 1400
k 366 589 5 2400
k 366 595 4 2000
k 366 598 1 3100
k 366 600 3 4700
k 366 604 9 3400
k 366 605 13 2800
k 367 464 6 3000
k 367 467 12 3700
k 367 475 4 3300
k 367 476 3 2900
k 367 478 4 3000
k 367 486 9 4800
k 367 488 3 5500
k 367 491 2 4800
k 367 492 3 6000
k 367 498 2 1400
k 367 506 2 1900
k 367 518 6 2200
k 367 519 1 1900
k 367 520 2 5800
k 367 528 1 4400
k 367 530 1 4400
k 367 534 3 2500
k 367 549 2 3600
k 367 554 3 2100
k 367 564 3 5100
k 367 566 1 3800
k 367 568 4 1800
k 367 571 3 1600
k 367 572 1 4000
k 367 573 2 2700
k 367 579 4 2100
k 367 597 2 2300
k 368 464 12 2600
k 368 465 7 3000
k 368 469 2 4400
k 368 476 10 2900
k 368 477 3 2800
k 368 479 2 2400
k 368 483 6 2900
k 368 484 2 2400
k 368 486 2 5000
k 368 487 6 3200
k 368 488 2 5500
k 368 491 3 4400
k 368 498 8 1100
k 368 499 8 1200
k 368 501 5 1300
k 368 517 11 5900
k 368 518 12 2500
k 368 520 6 4200
k 368 527 1 3100
k 368 528 3 4000
k 368 530 1 4000
k 368 534 16 2300
k 368 536 2 4500
k 368 539 2 4500
k 368 541 4 5200
k 368 542 3 3700
k 368 543 6 3100
k 368 549 6 3600
k 368 554 25 2400
k 368 556 2 1400
k 368 557 3 4900
k 368 561 1 2200
k 368 566 7 3100
k 368 568 3 1700
k 368 569 2 900
k 368 571 11 7000
k 368 573 1 2500
k 368 574 6 1100
k 368 577 6 1700
k 368 582 4 2200
k 368 585 2 5000
k 368 588 9 2000
k 368 589 10 2800
k 368 590 1 2700
k 368 593 2 3200
k 368 595 6 2300
k 368 598 3 3100
k 368 602 1 2700
k 368 604 1 3600
k 368 605 14 2900
k 369 464 7 2300
k 369 470 2 5200
k 369 471 2 5000
k 369 476 5 3400
k 369 486 7 3200
k 369 488 4 4000
k 369 491 1 3300
k 369 492 4 4100
k 369 493 22 3600
k 369 518 2 3200
k 369 520 14 3600
k 369 522 2 3100
k 369 527 1 3300
k 369 543 3 4500
k 369 546 2 3500
k 369 549 12 2900
k 369 566 3 2200
k 369 573 1 2300
k 370 464 21 2100
k 370 465 9 3000
k 370 466 3 3100
k 370 469 3 4400
k 370 471 3 5400
k 370 476 4 2900
k 370 483 6 2800
k 370 484 8 2300
k 370 486 1 3100
k 370 487 2 3100
k 370 488 1 5300
k 370 491 7 3800
k 370 492 2 4200
k 370 500 4 1500
k 370 502 5 1800
k 370 507 1 1000
k 370 518 6 2400
k 370 520 7 4500
k 370 527 2 2600
k 370 528 8 3500
k 370 537 5 5000
k 370 540 11 4500
k 370 541 28 4700
k 370 543 1 4600
k 370 544 1 2500
k 370 546 3 2300
k 370 548 3 600
k 370 549 22 3200
k 370 552 2 3000
k 370 554 16 2300
k 370 557 2 4800
k 370 566 12 2700
k 370 572 4 2300
k 370 573 9 2000
k 370 575 3 3200
k 370 577 12 1600
k 370 578 1 4000
k 370 584 5 7000
k 370 585 3 3400
k 370 588 26 1700
k 370 589 7 2700
k 370 590 10 2000
k 370 593 9 2400
k 370 595 16 2200
k 370 604 17 4000
k 371 464 14 2700
k 371 465 3 2500
k 371 466 1 3500
k 371 467 10 3600
k 371 470 2 5400
k 371 472 1 4000
k 371 476 8 2400
k 371 481 5 2200
k 371 483 7 3100
k 371 484 10 1700
k 371 486 2 3800
k 371 487 20 2600
k 371 488 7 4500
k 371 491 16 3900
k 371 493 1 2900
k 371 500 6 2400
k 371 502 3 1400
k 371 508 6 500
k 371 518 3 2100
k 371 520 9 2900
k 371 522 11 2700
k 371 527 9 3000
k 371 528 2 3300
k 371 534 3 1800
k 371 536 3 4400
k 371 540 8 4200
k 371 541 12 4700
k 371 542 4 3700
k 371 543 8 3900
k 371 544 4 4100
k 371 545 1 1900
k 371 546 1 3500
k 371 547 2 1300
k 371 549 16 3200
k 371 552 4 3500
k 371 554 16 1800
k 371 557 4 4900
k 371 561 1 5000
k 371 563 1 2400
k 371 566 2 2700
k 371 571 6 1700
k 371 572 1 3100
k 371 573 11 1600
k 371 575 7 3200
k 371 577 6 1300
k 371 578 5 3900
k 371 579 4 2000
k 371 585 5 4400
k 371 587 4 1900
k 371 588 47 1100
k 371 589 3 3000
k 371 590 1 1200
k 371 591 13 3100
k 371 593 15 2600
k 371 594 39 3500
k 371 595 5 2500
k 371 602 1 3300
k 371 603 5 3000
k 371 604 10 4000
k 371 605 5 3400
k 372 464 6 2700
k 372 468 2 6500
k 372 469 6 5400
k 372 470 3 6200
k 372 471 7 5800
k 372 480 1 3500
k 372 484 2 3400
k 372 491 7 3600
k 372 492 6 3500
k 372 494 29 3900
k 372 496 1 2500
k 372 506 13 1900
k 372 507 3 1500
k 372 519 16 2400
k 372 520 11 5000
k 372 526 3 1800
k 372 527 1 4100
k 372 528 9 3700
k 372 529 2 4000
k 372 534 1 2200
k 372 541 4 5100
k 372 542 16 7000
k 372 543 16 4800
k 372 546 4 2500
k 372 547 6 2000
k 372 552 5 3000
k 372 557 4 5400
k 372 559 1 5500
k 372 566 1 3800
k 372 570 7 5000
k 372 572 2 4200
k 372 573 5 3100
k 372 575 2 3700
k 372 580 6 2500
k 372 582 3 3400
k 372 584 5 3800
k 372 585 3 5000
k 372 587 3 1800
k 372 588 11 2100
k 372 589 14 3600
k 372 590 4 2300
k 372 591 1 4200
k 372 593 8 3800
k 372 594 2 4600
k 372 595 3 2900
k 372 597 3 2500
k 372 601 2 2800
k 372 603 1 2700
k 373 464 127 2500
k 373 468 24 5800
k 373 469 18 4500
k 373 470 30 5400
k 373 471 23 5600
k 373 472 12 4300
k 373 473 2 1000
k 373 476 8 2800
k 373 481 4 1900
k 373 484 2 2100
k 373 486 2 2900
k 373 487 3 3000
k 373 488 27 4600
k 373 491 6 4000
k 373 492 21 4400
k 373 493 7 3500
k 373 495 1 2000
k 373 497 2 2300
k 373 498 2 300
k 373 502 1 1800
k 373 504 1 2000
k 373 506 20 1500
k 373 507 3 1300
k 373 518 9 2600
k 373 519 26 1700
k 373 520 149 4400
k 373 521 3 2500
k 373 526 9 2100
k 373 527 30 3400
k 373 528 101 3100
k 373 529 71 3400
k 373 530 2 4100
k 373 534 12 1600
k 373 536 3 4400
k 373 540 5 4300
k 373 541 2 4600
k 373 542 27 4200
k 373 543 48 4000
k 373 544 21 3100
k 373 545 5 2100
k 373 546 35 3100
k 373 547 9 1100
k 373 549 6 4400
k 373 551 6 7000
k 373 554 38 2200
k 373 557 48 4900
k 373 559 5 5300
k 373 561 7 2500
k 373 563 3 2000
k 373 564 15 3400
k 373 565 9 4300
k 373 566 67 3200
k 373 568 6 2100
k 373 570 2 1200
k 373 571 2 1000
k 373 572 26 3600
k 373 573 29 2400
k 373 575 1 3100
k 373 577 7 2100
k 373 578 47 4100
k 373 580 14 2300
k 373 581 2 2100
k 373 582 2 2200
k 373 584 7 3600
k 373 585 38 4400
k 373 587 37 1700
k 373 588 38 1500
k 373 589 25 2500
k 373 590 15 1700
k 373 591 35 3700
k 373 593 11 3000
k 373 594 4 4000
k 373 595 4 1800
k 373 598 4 3100
k 373 602 10 3000
k 373 603 18 2400
k 373 604 40 3400
k 373 605 24 2700
k 374 464 1 2500
k 374 468 6 5100
k 374 469 6 4900
k 374 470 3 5500
k 374 471 4 5300
k 374 491 56 3500
k 374 492 2 4400
k 374 493 68 3800
k 374 502 4 2400
k 374 507 1 1600
k 374 518 1 2800
k 374 520 193 3900
k 374 522 74 3400
k 374 524 7 3500
k 374 528 3 3000
k 374 529 2 3200
k 374 531 8 1600
k 374 534 1 1900
k 374 536 1 4400
k 374 541 4 4500
k 374 542 10 3200
k 374 543 4 3700
k 374 549 2 2700
k 374 551 3 3200
k 374 552 34 3100
k 374 553 3 3400
k 374 557 27 4200
k 374 559 3 5100
k 374 561 1 3600
k 374 565 11 4200
k 374 566 5 2500
k 374 575 24 3200
k 374 580 2 2300
k 374 582 1 2200
k 374 584 4 3700
k 374 585 1 3200
k 374 601 1 3400
k 375 464 26 3600
k 375 465 2 3200
k 375 466 6 1500
k 375 472 2 4200
k 375 473 4 2600
k 375 491 3 5400
k 375 498 7 2300
k 375 499 1 2000
k 375 502 1 2800
k 375 508 6 1700
k 375 510 7 2200
k 375 511 1 2300
k 375 516 5 2100
k 375 520 2 5300
k 375 523 6 3600
k 375 525 1 2400
k 375 527 46 3700
k 375 528 7 3900
k 375 532 1 2400
k 375 533 1 2100
k 375 536 3 7000
k 375 539 2 5000
k 375 540 3 6800
k 375 541 4 4900
k 375 545 1 3200
k 375 546 45 3500
k 375 552 24 4100
k 375 553 32 4400
k 375 554 2 300
k 375 555 12 1900
k 375 567 2 2600
k 375 571 1 2700
k 375 572 1 4000
k 375 573 10 3500
k 375 577 6 2500
k 375 578 4 3900
k 375 579 1 2000
k 375 588 24 2800
k 375 589 7 3000
k 375 590 6 3600
k 375 595 5 7000
k 375 600 4 5200
k 375 601 3 5500
k 376 464 11 2100
k 376 465 1 3200
k 376 468 3 4800
k 376 469 2 3900
k 376 470 3 5200
k 376 471 6 5600
k 376 472 1 3600
k 376 473 2 2500
k 376 476 7 3300
k 376 487 1 4300
k 376 491 8 4100
k 376 498 4 2000
k 376 506 2 1000
k 376 516 5 2000
k 376 520 10 4500
k 376 523 1 3400
k 376 528 5 3500
k 376 529 3 3200
k 376 530 1 3500
k 376 543 2 4200
k 376 546 1 2700
k 376 552 1 3100
k 376 554 1 3200
k 376 555 4 1800
k 376 557 2 4800
k 376 566 1 2900
k 376 567 2 2500
k 376 573 1 2000
k 376 574 6 2500
k 376 575 6 3100
k 376 577 3 2300
k 376 588 4 7000
k 376 595 5 3400
k 376 600 1 3500
k 376 603 1 4500
k 377 464 137 2200
k 377 465 35 4400
k 377 466 18 3200
k 377 467 35 4700
k 377 468 14 1300
k 377 469 25 1600
k 377 470 51 1600
k 377 471 32 2000
k 377 472 45 1900
k 377 474 99 3900
k 377 475 31 3700
k 377 476 99 4200
k 377 477 12 5200
k 377 478 20 4900
k 377 479 11 5000
k 377 480 91 3900
k 377 482 46 2200
k 377 483 7 4200
k 377 484 20 3800
k 377 485 2 6700
k 377 486 16 4700
k 377 487 19 5400
k 377 491 50 500
k 377 495 9 4100
k 377 496 48 4100
k 377 497 1 3100
k 377 498 334 3600
k 377 499 59 3900
k 377 500 6 3000
k 377 501 33 4500
k 377 502 19 3900
k 377 503 8 3500
k 377 504 1 4700
k 377 505 3 3300
k 377 506 4 2800
k 377 507 3 2400
k 377 508 36 3100
k 377 509 90 3100
k 377 510 19 4200
k 377 511 33 2900
k 377 512 6 4300
k 377 513 19 3700
k 377 514 56 3400
k 377 515 11 4400
k 377 516 231 3200
k 377 517 43 4000
k 377 518 71 4400
k 377 519 2 2700
k 377 521 5 4200
k 377 522 7 500
k 377 523 5 1100
k 377 524 3 1000
k 377 525 91 3400
k 377 526 12 3800
k 377 527 27 1900
k 377 528 37 1900
k 377 530 99 2000
k 377 531 45 3800
k 377 532 30 3000
k 377 533 10 4200
k 377 534 28 3000
k 377 536 20 700
k 377 539 16 700
k 377 540 7 700
k 377 541 18 700
k 377 542 49 2500
k 377 543 50 700
k 377 544 17 2400
k 377 545 10 3100
k 377 546 15 1300
k 377 547 14 3900
k 377 549 57 2000
k 377 550 45 2600
k 377 551 5 900
k 377 552 5 800
k 377 553 13 700
k 377 554 202 4300
k 377 555 345 3400
k 377 556 9 4600
k 377 557 35 1900
k 377 558 1 2400
k 377 559 3 2000
k 377 560 1 2100
k 377 561 7 1800
k 377 562 53 3200
k 377 563 48 2800
k 377 564 17 4700
k 377 565 136 300
k 377 566 100 2300
k 377 567 1 3500
k 377 568 37 4500
k 377 569 27 3100
k 377 571 36 4400
k 377 572 91 3300
k 377 573 50 2600
k 377 574 33 5100
k 377 575 28 600
k 377 576 36 3000
k 377 577 68 3400
k 377 578 6 1000
k 377 579 6 3900
k 377 580 73 3100
k 377 581 18 3200
k 377 582 5 2900
k 377 584 27 400
k 377 585 41 3400
k 377 586 40 4000
k 377 587 35 4200
k 377 588 157 3700
k 377 590 25 3900
k 377 591 673 1800
k 377 593 75 3700
k 377 594 53 2800
k 377 595 44 3900
k 377 596 114 1900
k 377 597 10 3800
k 377 598 5 4500
k 377 601 5 1100
k 377 602 4 3100
k 377 603 42 2900
k 377 604 187 2400
k 377 605 26 3000
k 378 470 2 3800
k 378 471 4 3600
k 378 473 4 2700
k 378 491 18 3500
k 378 495 7 800
k 378 498 19 2600
k 378 499 2 2700
k 378 508 8 1900
k 378 509 3 3300
k 378 510 3 3300
k 378 511 3 3500
k 378 513 3 3000
k 378 514 7 2700
k 378 515 1 3100
k 378 516 4 2600
k 378 517 12 6200
k 378 520 4 4000
k 378 528 5 5500
k 378 532 3 2900
k 378 533 1 3200
k 378 540 3 4000
k 378 541 3 3900
k 378 555 7 2200
k 378 563 5 300
k 378 578 4 4100
k 378 584 30 4200
k 378 587 71 1300
k 378 588 1 1400
k 378 589 27 600
k 378 590 25 1100
k 378 593 5 500
k 379 464 45 2400
k 379 465 11 4500
k 379 466 5 3400
k 379 467 5 5000
k 379 468 5 2700
k 379 469 8 1900
k 379 470 6 2600
k 379 471 16 3000
k 379 472 14 1200
k 379 474 33 4100
k 379 475 4 2500
k 379 476 20 4400
k 379 477 25 5300
k 379 480 6 4200
k 379 482 1 3500
k 379 483 1 3800
k 379 484 16 4200
k 379 485 2 7000
k 379 486 6 6000
k 379 487 2 5500
k 379 496 4 5400
k 379 498 55 3800
k 379 499 9 3900
k 379 501 1 4700
k 379 502 2 4100
k 379 506 11 3400
k 379 508 7 3300
k 379 509 8 3400
k 379 510 4 3100
k 379 511 14 3200
k 379 513 4 3900
k 379 514 6 3400
k 379 516 47 3600
k 379 517 5 4300
k 379 518 12 4600
k 379 519 2 2900
k 379 520 4 500
k 379 525 3 3500
k 379 527 1 2400
k 379 528 7 2200
k 379 531 10 3000
k 379 532 8 3500
k 379 538 3 1500
k 379 540 12 1400
k 379 541 6 1500
k 379 542 12 2700
k 379 544 2 2100
k 379 545 6 3300
k 379 546 13 1600
k 379 547 6 4100
k 379 549 17 2300
k 379 550 8 4000
k 379 551 4 800
k 379 552 6 600
k 379 553 11 300
k 379 554 29 4400
k 379 555 40 3600
k 379 556 2 3700
k 379 557 5 2600
k 379 562 3 4500
k 379 563 2 3300
k 379 564 7 6000
k 379 566 9 2600
k 379 569 5 4000
k 379 571 19 4600
k 379 572 6 3400
k 379 573 14 2700
k 379 574 8 4600
k 379 575 2 300
k 379 576 2 3200
k 379 577 6 4100
k 379 578 13 500
k 379 580 38 3200
k 379 582 5 3500
k 379 584 5 800
k 379 585 4 3700
k 379 586 12 4100
k 379 587 12 4700
k 379 588 13 4200
k 379 590 10 4400
k 379 591 109 3200
k 379 593 4 5000
k 379 594 7 2700
k 379 595 2 4800
k 379 596 15 3200
k 379 601 7 900
k 379 602 3 4000
k 379 603 5 3000
k 379 604 30 2500
k 379 605 13 3100
k 380 467 2 3300
k 380 470 1 2600
k 380 472 2 1200
k 380 474 9 4000
k 380 476 3 3300
k 380 477 8 7000
k 380 480 5 4100
k 380 486 3 6200
k 380 487 1 5400
k 380 496 2 5700
k 380 498 9 3700
k 380 499 5 4600
k 380 501 2 4700
k 380 508 2 3200
k 380 509 6 3300
k 380 511 9 3100
k 380 512 3 4200
k 380 513 8 3800
k 380 514 7 3600
k 380 516 9 3600
k 380 517 2 2700
k 380 518 5 4100
k 380 525 2 2600
k 380 531 7 2400
k 380 532 2 3400
k 380 536 2 1400
k 380 541 1 1600
k 380 543 2 1100
k 380 546 3 1500
k 380 549 6 1500
k 380 552 6 700
k 380 553 1 300
k 380 555 20 3500
k 380 557 1 1700
k 380 562 1 3900
k 380 564 1 6200
k 380 566 2 1400
k 380 568 1 3700
k 380 570 1 5000
k 380 574 2 4600
k 380 575 2 300
k 380 580 5 2300
k 380 584 1 1200
k 380 587 3 4000
k 380 588 4 4100
k 380 590 1 4400
k 380 591 14 7000
k 380 593 1 4200
k 380 596 6 3500
k 380 604 3 2500
k 381 464 3 2500
k 381 466 1 3400
k 381 468 7 3100
k 381 469 2 1800
k 381 470 6 2600
k 381 471 7 3000
k 381 472 5 900
k 381 474 10 4200
k 381 476 5 4500
k 381 482 2 3900
k 381 495 1 4500
k 381 496 1 5100
k 381 498 16 3900
k 381 499 2 4800
k 381 501 11 5800
k 381 502 1 4200
k 381 505 1 6000
k 381 506 4 3700
k 381 508 2 3400
k 381 509 2 3500
k 381 511 3 3300
k 381 512 3 3100
k 381 513 6 4000
k 381 514 6 3700
k 381 516 20 3700
k 381 517 4 2800
k 381 518 8 4600
k 381 520 1 1000
k 381 525 4 3600
k 381 527 1 1700
k 381 531 5 2500
k 381 532 3 3600
k 381 538 2 1500
k 381 539 1 1700
k 381 540 4 1400
k 381 541 4 1700
k 381 546 5 1700
k 381 549 2 2400
k 381 554 13 4500
k 381 555 13 3700
k 381 557 5 2400
k 381 558 1 2500
k 381 559 1 2000
k 381 560 1 2400
k 381 569 1 4500
k 381 571 3 4700
k 381 572 3 3500
k 381 573 5 3100
k 381 574 4 4700
k 381 575 3 400
k 381 578 12 600
k 381 581 1 3500
k 381 584 2 1300
k 381 586 1 2700
k 381 587 9 5100
k 381 590 12 4500
k 381 591 15 7000
k 381 593 10 5400
k 381 594 2 3800
k 381 595 7 4900
k 381 596 2 3600
k 381 601 3 600
k 381 603 1 3100
k 381 604 5 2400
k 381 605 3 3200
k 382 465 5 3500
k 382 468 6 4900
k 382 469 2 3600
k 382 470 6 4500
k 382 471 2 4900
k 382 475 11 1300
k 382 476 3 3500
k 382 478 4 3500
k 382 484 4 2700
k 382 488 1 3700
k 382 493 1 3400
k 382 498 5 1500
k 382 500 3 900
k 382 507 4 300
k 382 508 3 1100
k 382 509 5 1300
k 382 516 17 1200
k 382 518 2 2900
k 382 520 6 2800
k 382 527 5 1800
k 382 528 4 2700
k 382 531 4 1100
k 382 540 3 3600
k 382 541 1 3900
k 382 542 2 2600
k 382 543 4 3800
k 382 546 3 1800
k 382 549 1 2600
k 382 554 4 2900
k 382 557 3 4000
k 382 574 2 2400
k 382 578 6 3100
k 382 588 9 2300
k 382 589 16 3100
k 382 590 7 3100
k 382 595 20 2700
k 382 598 1 4400
k 382 601 1 2500
k 382 603 2 3900
k 382 604 4 2900
k 383 465 2 3800
k 383 467 2 4300
k 383 468 5 5100
k 383 469 3 3900
k 383 470 5 4800
k 383 471 4 5100
k 383 472 1 2700
k 383 474 5 2200
k 383 475 2 1000
k 383 480 3 3900
k 383 484 4 3000
k 383 488 3 4800
k 383 491 4 3400
k 383 492 4 4200
k 383 493 2 3200
k 383 498 6 1800
k 383 500 3 1900
k 383 501 1 2400
k 383 508 2 1400
k 383 509 3 1000
k 383 510 1 1900
k 383 514 4 2100
k 383 515 8 2500
k 383 516 7 1500
k 383 518 1 3200
k 383 520 3 3900
k 383 527 3 2000
k 383 528 4 3000
k 383 531 3 1200
k 383 541 3 3600
k 383 542 5 3600
k 383 543 6 4100
k 383 546 1 1600
k 383 547 17 1900
k 383 549 1 2400
k 383 554 2 3200
k 383 555 2 2000
k 383 557 3 4300
k 383 559 1 4700
k 383 564 1 4300
k 383 574 3 2700
k 383 578 2 3400
k 383 584 3 3000
k 383 588 44 2600
k 383 589 9 3400
k 383 590 13 3400
k 383 595 20 2900
k 383 604 4 4600
k 384 464 21 1300
k 384 465 3 3900
k 384 466 1 2800
k 384 473 9 2800
k 384 474 25 2700
k 384 475 19 3800
k 384 476 1 4700
k 384 477 4 4600
k 384 480 9 4500
k 384 484 4 4500
k 384 488 2 2500
k 384 493 6 3100
k 384 495 1 4500
k 384 496 2 4500
k 384 498 20 2900
k 384 499 4 3700
k 384 500 2 2300
k 384 501 3 3500
k 384 502 1 4200
k 384 505 3 4900
k 384 506 13 3400
k 384 507 13 1600
k 384 508 4 2800
k 384 509 1 3600
k 384 510 1 3700
k 384 511 5 3100
k 384 512 1 3300
k 384 513 2 3000
k 384 514 2 3100
k 384 516 29 2500
k 384 517 1 4900
k 384 518 10 4700
k 384 519 7 2800
k 384 520 3 1700
k 384 522 2 1400
k 384 525 4 3400
k 384 526 2 2700
k 384 530 4 2700
k 384 531 28 2100
k 384 532 10 3000
k 384 533 2 2700
k 384 534 5 2400
k 384 535 5 2900
k 384 541 2 3300
k 384 542 27 2800
k 384 545 3 3300
k 384 546 6 600
k 384 547 3 3900
k 384 549 9 2700
k 384 553 3 800
k 384 554 40 3900
k 384 555 45 3500
k 384 556 1 3900
k 384 561 1 7000
k 384 564 3 6100
k 384 565 2 1800
k 384 566 2 1400
k 384 567 3 3500
k 384 569 4 4000
k 384 571 6 3700
k 384 572 2 3600
k 384 573 5 2100
k 384 574 5 3800
k 384 576 7 3500
k 384 579 2 4000
k 384 580 13 2900
k 384 581 3 3300
k 384 582 10 2900
k 384 584 3 2400
k 384 585 4 3500
k 384 586 5 2400
k 384 587 26 4300
k 384 588 86 3300
k 384 589 31 5400
k 384 590 32 4500
k 384 591 15 3000
k 384 594 4 4600
k 384 595 50 3600
k 384 596 3 2700
k 384 597 2 5500
k 384 600 2 2300
k 384 601 10 800
k 384 604 32 2200
k 384 605 1 3400
k 385 464 85 600
k 385 465 69 3700
k 385 466 21 2800
k 385 467 13 4900
k 385 468 5 4600
k 385 469 2 3300
k 385 470 6 4200
k 385 471 8 4600
k 385 472 5 2200
k 385 473 2 2600
k 385 474 24 2700
k 385 475 10 3600
k 385 476 28 4300
k 385 477 6 5200
k 385 479 2 5300
k 385 480 26 4500
k 385 483 8 3900
k 385 484 19 4300
k 385 486 3 5800
k 385 487 9 5100
k 385 488 4 3200
k 385 491 9 2500
k 385 492 6 3100
k 385 493 3 1800
k 385 494 3 2100
k 385 495 3 4000
k 385 496 3 5000
k 385 497 1 4600
k 385 498 53 2800
k 385 499 12 3000
k 385 500 17 1000
k 385 501 16 3600
k 385 502 5 3300
k 385 503 1 3500
k 385 504 1 2300
k 385 505 1 5500
k 385 506 33 2500
k 385 507 26 1600
k 385 508 16 2300
k 385 509 9 3000
k 385 510 2 3800
k 385 511 6 1900
k 385 512 3 2800
k 385 513 5 2700
k 385 514 10 3200
k 385 515 3 3600
k 385 516 71 2500
k 385 517 3 4500
k 385 518 38 4400
k 385 519 7 2800
k 385 520 16 2900
k 385 522 6 2500
k 385 525 14 2500
k 385 526 4 3000
k 385 530 14 1100
k 385 531 61 2000
k 385 532 14 2300
k 385 533 1 3100
k 385 534 23 1600
k 385 541 1 3600
k 385 542 46 2100
k 385 543 3 2800
k 385 544 13 1700
k 385 545 7 2400
k 385 546 17 900
k 385 547 11 3300
k 385 548 3 2600
k 385 549 63 2100
k 385 550 5 4000
k 385 553 6 2300
k 385 554 73 3700
k 385 555 41 3400
k 385 556 1 3800
k 385 557 5 3700
k 385 561 8 400
k 385 563 4 4000
k 385 564 5 7000
k 385 565 1 2800
k 385 566 37 300
k 385 567 11 3000
k 385 568 4 3100
k 385 569 30 3300
k 385 570 1 3800
k 385 571 4 3700
k 385 572 20 1400
k 385 573 105 1100
k 385 574 19 3900
k 385 575 4 1600
k 385 576 6 2900
k 385 577 26 3600
k 385 579 9 2800
k 385 580 22 2000
k 385 581 6 2700
k 385 582 11 2500
k 385 585 28 2300
k 385 586 26 3200
k 385 587 118 2600
k 385 588 188 2400
k 385 589 67 4700
k 385 590 76 2800
k 385 591 42 4600
k 385 594 12 5000
k 385 595 29 4200
k 385 596 4 4500
k 385 597 2 5500
k 385 598 3 5600
k 385 600 30 2900
k 385 601 45 2600
k 385 602 43 2200
k 385 603 10 7000
k 385 604 180 1800
k 385 605 16 1400
k 386 464 2 700
k 386 465 9 3600
k 386 467 2 4600
k 386 473 1 2500
k 386 474 12 2500
k 386 475 1 3000
k 386 476 7 4700
k 386 480 3 4200
k 386 484 4 4100
k 386 488 4 2100
k 386 489 3 2100
k 386 491 3 2700
k 386 492 2 2900
k 386 493 5 2500
k 386 498 25 2800
k 386 499 5 2700
k 386 501 4 3400
k 386 506 1 2700
k 386 508 5 2400
k 386 509 1 2700
k 386 510 3 3500
k 386 511 5 1700
k 386 512 1 2700
k 386 513 2 3000
k 386 514 1 3000
k 386 515 3 3400
k 386 516 30 2200
k 386 517 1 4200
k 386 518 16 4200
k 386 519 1 3000
k 386 520 1 3000
k 386 522 13 2600
k 386 524 2 2700
k 386 525 2 2700
k 386 530 7 1600
k 386 531 9 1800
k 386 532 1 3700
k 386 534 2 1400
k 386 540 1 4100
k 386 541 1 3200
k 386 542 11 7000
k 386 543 5 4400
k 386 544 13 2000
k 386 547 5 3200
k 386 549 7 1800
k 386 551 2 1500
k 386 552 3 1700
k 386 554 17 4200
k 386 555 17 3200
k 386 556 1 3800
k 386 563 3 3400
k 386 565 1 2900
k 386 566 25 1100
k 386 567 11 2900
k 386 569 10 3600
k 386 571 4 3600
k 386 573 2 900
k 386 574 6 3700
k 386 577 3 3400
k 386 578 2 1200
k 386 579 2 3100
k 386 580 4 2200
k 386 582 4 2700
k 386 585 16 2100
k 386 586 2 3200
k 386 587 10 2900
k 386 588 15 2700
k 386 589 16 4400
k 386 590 4 3100
k 386 591 5 4300
k 386 594 1 5100
k 386 595 6 4000
k 386 602 4 2000
k 386 603 2 3000
k 386 604 33 2300
k 387 464 13 3900
k 387 465 5 4200
k 387 472 41 3500
k 387 483 10 4400
k 387 484 3 5100
k 387 487 1 4300
k 387 488 4 4500
k 387 491 1 2800
k 387 492 10 4400
k 387 493 4 3200
k 387 494 9 2800
k 387 500 3 1900
k 387 506 2 3400
k 387 520 14 2400
k 387 527 4 3200
k 387 528 4 3100
k 387 531 1 2600
k 387 542 11 3000
k 387 546 8 2100
k 387 547 1 4300
k 387 554 4 3900
k 387 555 1 4700
k 387 568 4 3700
k 387 572 3 2400
k 387 573 6 2400
k 387 577 5 4800
k 387 585 8 3600
k 387 597 5 4100
k 387 600 3 4200
k 387 603 2 3200
k 387 604 2 2300
k 388 464 103 1700
k 388 465 7 2400
k 388 466 4 3700
k 388 467 8 2900
k 388 468 11 5300
k 388 469 8 4000
k 388 470 12 4900
k 388 471 16 5300
k 388 472 3 2800
k 388 473 25 1400
k 388 474 2 1300
k 388 475 1 1000
k 388 476 11 2600
k 388 478 2 3100
k 388 484 3 2100
k 388 486 9 3300
k 388 487 2 2500
k 388 488 9 4500
k 388 491 18 3500
k 388 493 1 3600
k 388 494 2 4400
k 388 495 1 3000
k 388 498 17 1400
k 388 500 11 900
k 388 501 3 1600
k 388 503 2 1600
k 388 506 2 600
k 388 507 11 600
k 388 508 2 400
k 388 515 2 1300
k 388 516 95 900
k 388 518 9 2300
k 388 519 2 700
k 388 520 60 4100
k 388 523 2 2500
k 388 525 3 700
k 388 527 11 2100
k 388 528 22 2800
k 388 529 2 2300
k 388 530 13 1800
k 388 532 5 400
k 388 534 9 1900
k 388 536 8 5000
k 388 539 1 4500
k 388 540 14 4100
k 388 541 15 4300
k 388 542 10 2800
k 388 543 14 4200
k 388 544 3 3000
k 388 546 3 1900
k 388 547 12 1300
k 388 549 2 2300
k 388 551 1 2300
k 388 552 3 2200
k 388 554 11 2200
k 388 555 18 1900
k 388 557 11 3700
k 388 559 4 3900
k 388 561 2 1200
k 388 563 2 3200
k 388 564 1 3600
k 388 565 1 4000
k 388 566 11 1800
k 388 568 2 1900
k 388 571 22 2400
k 388 572 17 2000
k 388 573 25 1300
k 388 574 8 1600
