c Shift Minimisation Personnel Task Scheduling Problem (SMPTSP)
c data_3_25_40_66
c
c problem jobs shifts
p smptsp 40 25
c
c job start finish 
c 0 236 809
c 1 281 786
c 2 147 644
c 3 90 598
c 4 187 804
c 5 86 620
c 6 184 749
c 7 13 565
c 8 680 1246
c 9 183 669
c 10 657 1301
c 11 812 1370
c 12 796 1365
c 13 87 554
c 14 48 668
c 15 142 732
c 16 210 688
c 17 786 1282
c 18 246 810
c 19 76 740
c 20 825 1338
c 21 668 1254
c 22 702 1224
c 23 292 841
c 24 50 577
c 25 857 1351
c 26 35 570
c 27 83 572
c 28 65 658
c 29 807 1322
c 30 596 1231
c 31 774 1260
c 32 650 1309
c 33 621 1183
c 34 766 1280
c 35 706 1253
c 36 790 1327
c 37 844 1350
c 38 900 1384
c 39 589 1126
c
c shift cost source target num_qualifications qualifications
k 0 1 80 81 31 4 29 0 1 3 5 6 7 9 10 11 12 13 14 15 16 17 18 19 20 22 23 24 25 27 28 31 33 34 36 38
k 1 1 80 81 26 14 22 0 1 2 3 5 6 9 10 11 13 15 16 18 20 21 23 25 27 28 30 33 34 35 38
k 2 1 80 81 29 24 30 0 2 4 5 6 8 10 11 12 13 14 15 17 18 19 20 21 22 26 27 28 33 34 35 37 38 39
k 3 1 80 81 25 5 10 3 6 7 9 11 12 13 15 17 19 20 21 22 23 24 27 28 29 32 33 34 37 39
k 4 1 80 81 29 26 32 0 1 2 3 5 6 7 8 10 11 12 16 17 18 19 20 21 22 24 25 27 29 31 33 37 38 39
k 5 1 80 81 30 19 36 0 3 4 5 6 8 9 10 11 12 13 15 16 17 18 20 21 23 24 26 27 28 29 32 33 34 35 37
k 6 1 80 81 27 13 39 1 2 4 5 7 9 10 11 14 16 19 20 21 22 25 26 28 30 31 32 33 35 36 37 38
k 7 1 80 81 26 16 35 0 1 2 3 4 5 8 9 12 13 14 17 19 20 21 22 25 27 28 29 33 34 36 38
k 8 1 80 81 29 23 38 0 1 2 3 4 6 7 8 10 12 13 14 15 18 19 20 21 22 25 26 27 28 29 30 32 35 37
k 9 1 80 81 30 7 31 0 2 4 6 8 10 11 12 14 16 17 18 19 21 22 23 24 25 26 27 30 32 33 35 36 37 38 39
k 10 1 80 81 23 9 11 0 2 5 6 7 10 12 13 14 15 16 18 19 21 25 26 28 32 34 37 39
k 11 1 80 81 24 27 33 0 3 5 8 9 14 15 17 18 20 21 22 25 26 28 30 32 34 35 37 38 39
k 12 1 80 81 24 18 25 0 1 2 4 6 7 11 12 13 16 17 19 21 22 24 27 29 30 31 32 33 38
k 13 1 80 81 30 6 17 0 1 2 4 5 7 8 9 10 11 14 15 16 19 20 21 24 25 26 27 30 31 33 35 36 37 38 39
k 14 1 80 81 28 2 8 0 3 5 7 9 10 11 12 13 14 16 17 18 21 22 23 25 27 29 31 32 33 35 36 37 38
k 15 1 80 81 27 1 12 2 4 5 6 8 9 10 15 18 19 20 21 22 23 24 25 26 27 30 31 32 34 35 36 39
k 16 1 80 81 27 0 37 1 2 3 4 6 7 8 9 10 11 13 15 18 23 24 26 27 28 30 31 32 33 35 38 39
k 17 1 80 81 25 3 21 1 5 8 9 10 12 14 15 16 17 20 22 23 25 26 27 29 30 33 35 36 37 39
k 18 1 80 81 26 15 20 0 1 2 5 6 7 8 10 12 13 19 21 22 24 25 27 29 31 32 33 34 35 38 39
k 19 1 80 81 30 28 34 0 2 5 6 8 10 12 13 14 15 17 18 19 20 21 22 23 24 25 29 30 32 33 35 36 37 38 39
k 20 1 80 81 24 8 3 15 19 6 25 16 13 20 12 37 4 7 23 1 26 5 38 9 10 27 0 21 22
k 21 1 80 81 28 12 31 35 33 3 8 22 15 38 20 16 9 13 23 7 14 17 1 36 4 0 27 6 39 11 19 21 10
k 22 1 80 81 30 20 31 3 0 22 32 12 24 7 39 38 5 14 37 36 10 26 13 17 25 28 21 9 23 4 33 18 8 6 29
k 23 1 80 81 23 27 10 6 12 38 19 25 0 2 17 32 28 21 7 9 18 8 30 22 34 13 23 5
k 24 1 80 81 28 28 0 30 20 34 7 5 23 21 14 22 31 18 12 10 4 2 25 24 37 15 16 26 9 11 32 36 29
c
c graph source target is_shift
a 11 8 48 1
a 11 48 75 0
a 11 35 75 1
a 11 75 61 0
a 11 21 61 1
a 11 61 74 0
a 11 34 74 1
a 11 74 57 0
a 11 17 57 1
a 11 57 72 0
a 11 32 72 1
a 11 72 60 0
a 11 20 60 1
a 11 60 77 0
a 11 37 77 1
a 11 77 65 0
a 11 25 65 1
a 11 65 78 0
a 11 38 78 1
a 11 78 81 0
a 12 80 7 0
a 12 7 24 0
a 12 24 19 0
a 12 19 27 0
a 12 27 13 0
a 12 13 2 0
a 12 2 6 0
a 12 6 4 0
a 12 4 16 0
a 12 16 0 0
a 12 0 18 0
a 12 18 1 0
a 12 1 53 0
a 12 13 53 1
a 12 53 47 0
a 12 7 47 1
a 12 47 67 0
a 12 27 67 1
a 12 67 64 0
a 12 24 64 1
a 12 64 30 0
a 12 30 33 0
a 12 33 42 0
a 12 2 42 1
a 12 42 32 0
a 12 32 21 0
a 12 21 56 0
a 12 16 56 1
a 12 56 22 0
a 12 22 59 0
a 12 19 59 1
a 12 59 46 0
a 12 6 46 1
a 12 46 31 0
a 12 31 17 0
a 12 17 41 0
a 12 1 41 1
a 12 41 12 0
a 12 12 44 0
a 12 4 44 1
a 12 44 29 0
a 12 29 40 0
a 12 0 40 1
a 12 40 58 0
a 12 18 58 1
a 12 58 11 0
a 12 11 25 0
a 12 25 38 0
a 12 38 73 0
a 12 33 73 1
a 12 73 62 0
a 12 22 62 1
a 12 62 70 0
a 12 30 70 1
a 12 70 61 0
a 12 21 61 1
a 12 61 71 0
a 12 31 71 1
a 12 71 57 0
a 12 17 57 1
a 12 57 72 0
a 12 32 72 1
a 12 72 69 0
a 12 29 69 1
a 12 69 65 0
a 12 25 65 1
a 12 65 52 0
a 12 12 52 1
a 12 52 51 0
a 12 11 51 1
a 12 51 78 0
a 12 38 78 1
a 12 78 81 0
a 13 80 7 0
a 13 7 26 0
a 13 26 14 0
a 13 14 24 0
a 13 24 19 0
a 13 19 27 0
a 13 27 5 0
a 13 5 15 0
a 13 15 2 0
a 13 2 9 0
a 13 9 6 0
a 13 6 4 0
a 13 4 16 0
a 13 16 0 0
a 13 0 1 0
a 13 1 47 0
a 13 7 47 1
a 13 47 66 0
a 13 26 66 1
a 13 66 67 0
a 13 27 67 1
a 13 67 64 0
a 13 24 64 1
a 13 64 39 0
a 13 39 30 0
a 13 30 45 0
a 13 5 45 1
a 13 45 33 0
a 13 33 42 0
a 13 2 42 1
a 13 42 10 0
a 13 10 21 0
a 13 21 54 0
a 13 14 54 1
a 13 54 49 0
a 13 9 49 1
a 13 49 8 0
a 13 8 56 0
a 13 16 56 1
a 13 56 35 0
a 13 35 55 0
a 13 15 55 1
a 13 55 59 0
a 13 19 59 1
a 13 59 46 0
a 13 6 46 1
a 13 46 31 0
a 13 31 17 0
a 13 17 41 0
a 13 1 41 1
a 13 41 36 0
a 13 36 44 0
a 13 4 44 1
a 13 44 40 0
a 13 0 40 1
a 13 40 11 0
a 13 11 20 0
a 13 20 37 0
a 13 37 25 0
a 13 25 38 0
a 13 38 79 0
a 13 39 79 1
a 13 79 73 0
a 13 33 73 1
a 13 73 70 0
a 13 30 70 1
a 13 70 48 0
a 13 8 48 1
a 13 48 75 0
a 13 35 75 1
a 13 75 61 0
a 13 21 61 1
a 13 61 71 0
a 13 31 71 1
a 13 71 57 0
a 13 17 57 1
a 13 57 50 0
a 13 10 50 1
a 13 50 76 0
a 13 36 76 1
a 13 76 60 0
a 13 20 60 1
a 13 60 77 0
a 13 37 77 1
a 13 77 65 0
a 13 25 65 1
a 13 65 51 0
a 13 11 51 1
a 13 51 78 0
a 13 38 78 1
a 13 78 81 0
a 14 80 7 0
a 14 7 14 0
a 14 14 27 0
a 14 27 5 0
a 14 5 13 0
a 14 13 3 0
a 14 3 2 0
a 14 2 9 0
a 14 9 16 0
a 14 16 0 0
a 14 0 18 0
a 14 18 23 0
a 14 23 53 0
a 14 13 53 1
a 14 53 47 0
a 14 7 47 1
a 14 47 67 0
a 14 27 67 1
a 14 67 43 0
a 14 3 43 1
a 14 43 45 0
a 14 5 45 1
a 14 45 33 0
a 14 33 42 0
a 14 2 42 1
a 14 42 32 0
a 14 32 10 0
a 14 10 21 0
a 14 21 54 0
a 14 14 54 1
a 14 54 49 0
a 14 9 49 1
a 14 49 8 0
a 14 8 56 0
a 14 16 56 1
a 14 56 22 0
a 14 22 35 0
a 14 35 31 0
a 14 31 17 0
a 14 17 36 0
a 14 36 12 0
a 14 12 29 0
a 14 29 40 0
a 14 0 40 1
a 14 40 58 0
a 14 18 58 1
a 14 58 11 0
a 14 11 63 0
a 14 23 63 1
a 14 63 37 0
a 14 37 25 0
a 14 25 38 0
a 14 38 73 0
a 14 33 73 1
a 14 73 62 0
a 14 22 62 1
a 14 62 48 0
a 14 8 48 1
a 14 48 75 0
a 14 35 75 1
a 14 75 61 0
a 14 21 61 1
a 14 61 71 0
a 14 31 71 1
a 14 71 57 0
a 14 17 57 1
a 14 57 50 0
a 14 10 50 1
a 14 50 72 0
a 14 32 72 1
a 14 72 69 0
a 14 29 69 1
a 14 69 76 0
a 14 36 76 1
a 14 76 77 0
a 14 37 77 1
a 14 77 65 0
a 14 25 65 1
a 14 65 52 0
a 14 12 52 1
a 14 52 51 0
a 14 11 51 1
a 14 51 78 0
a 14 38 78 1
a 14 78 81 0
a 15 80 26 0
a 15 26 24 0
a 15 24 19 0
a 15 19 27 0
a 15 27 5 0
a 15 5 15 0
a 15 15 2 0
a 15 2 9 0
a 15 9 6 0
a 15 6 4 0
a 15 4 18 0
a 15 18 1 0
a 15 1 23 0
a 15 23 66 0
a 15 26 66 1
a 15 66 67 0
a 15 27 67 1
a 15 67 64 0
a 15 24 64 1
a 15 64 39 0
a 15 39 30 0
a 15 30 45 0
a 15 5 45 1
a 15 45 42 0
a 15 2 42 1
a 15 42 32 0
a 15 32 10 0
a 15 10 21 0
a 15 21 49 0
a 15 9 49 1
a 15 49 8 0
a 15 8 22 0
a 15 22 35 0
a 15 35 55 0
a 15 15 55 1
a 15 55 59 0
a 15 19 59 1
a 15 59 46 0
a 15 6 46 1
a 15 46 34 0
a 15 34 31 0
a 15 31 41 0
a 15 1 41 1
a 15 41 36 0
a 15 36 12 0
a 15 12 44 0
a 15 4 44 1
a 15 44 58 0
a 15 18 58 1
a 15 58 20 0
a 15 20 63 0
a 15 23 63 1
a 15 63 25 0
a 15 25 79 0
a 15 39 79 1
a 15 79 62 0
a 15 22 62 1
a 15 62 70 0
a 15 30 70 1
a 15 70 48 0
a 15 8 48 1
a 15 48 75 0
a 15 35 75 1
a 15 75 61 0
a 15 21 61 1
a 15 61 71 0
a 15 31 71 1
a 15 71 74 0
a 15 34 74 1
a 15 74 50 0
a 15 10 50 1
a 15 50 72 0
a 15 32 72 1
a 15 72 76 0
a 15 36 76 1
a 15 76 60 0
a 15 20 60 1
a 15 60 65 0
a 15 25 65 1
a 15 65 52 0
a 15 12 52 1
a 15 52 81 0
a 16 80 7 0
a 16 7 26 0
a 16 26 24 0
a 16 24 28 0
a 16 28 27 0
a 16 27 13 0
a 16 13 3 0
a 16 3 15 0
a 16 15 2 0
a 16 2 9 0
a 16 9 6 0
a 16 6 4 0
a 16 4 0 0
a 16 0 18 0
a 16 18 1 0
a 16 1 23 0
a 16 23 53 0
a 16 13 53 1
a 16 53 47 0
a 16 7 47 1
a 16 47 66 0
a 16 26 66 1
a 16 66 67 0
a 16 27 67 1
a 16 67 64 0
a 16 24 64 1
a 16 64 39 0
a 16 39 30 0
a 16 30 43 0
a 16 3 43 1
a 16 43 33 0
a 16 33 42 0
a 16 2 42 1
a 16 42 32 0
a 16 32 10 0
a 16 10 68 0
a 16 28 68 1
a 16 68 49 0
a 16 9 49 1
a 16 49 8 0
a 16 8 35 0
a 16 35 55 0
a 16 15 55 1
a 16 55 46 0
a 16 6 46 1
a 16 46 31 0
a 16 31 41 0
a 16 1 41 1
a 16 41 44 0
a 16 4 44 1
a 16 44 40 0
a 16 0 40 1
a 16 40 58 0
a 16 18 58 1
a 16 58 11 0
a 16 11 63 0
a 16 23 63 1
a 16 63 37 0
a 16 37 38 0
a 16 38 79 0
a 16 39 79 1
a 16 79 73 0
a 16 33 73 1
a 16 73 70 0
a 16 30 70 1
a 16 70 48 0
a 16 8 48 1
a 16 48 75 0
a 16 35 75 1
a 16 75 71 0
a 16 31 71 1
a 16 71 50 0
a 16 10 50 1
a 16 50 72 0
a 16 32 72 1
a 16 72 77 0
a 16 37 77 1
a 16 77 51 0
a 16 11 51 1
a 16 51 78 0
a 16 38 78 1
a 16 78 81 0
a 17 80 26 0
a 17 26 14 0
a 17 14 27 0
a 17 27 5 0
a 17 5 3 0
a 17 3 15 0
a 17 15 9 0
a 17 9 16 0
a 17 16 1 0
a 17 1 23 0
a 17 23 66 0
a 17 26 66 1
a 17 66 67 0
a 17 27 67 1
a 17 67 39 0
a 17 39 30 0
a 17 30 43 0
a 17 3 43 1
a 17 43 45 0
a 17 5 45 1
a 17 45 33 0
a 17 33 10 0
a 17 10 21 0
a 17 21 54 0
a 17 14 54 1
a 17 54 49 0
a 17 9 49 1
a 17 49 8 0
a 17 8 56 0
a 17 16 56 1
a 17 56 22 0
a 17 22 35 0
a 17 35 55 0
a 17 15 55 1
a 17 55 17 0
a 17 17 41 0
a 17 1 41 1
a 17 41 36 0
a 17 36 12 0
a 17 12 29 0
a 17 29 20 0
a 17 20 63 0
a 17 23 63 1
a 17 63 37 0
a 17 37 25 0
a 17 25 79 0
a 17 39 79 1
a 17 79 73 0
a 17 33 73 1
a 17 73 62 0
a 17 22 62 1
a 17 62 70 0
a 17 30 70 1
a 17 70 48 0
a 17 8 48 1
a 17 48 75 0
a 17 35 75 1
a 17 75 61 0
a 17 21 61 1
a 17 61 57 0
a 17 17 57 1
a 17 57 50 0
a 17 10 50 1
a 17 50 69 0
a 17 29 69 1
a 17 69 76 0
a 17 36 76 1
a 17 76 60 0
a 17 20 60 1
a 17 60 77 0
a 17 37 77 1
a 17 77 65 0
a 17 25 65 1
a 17 65 52 0
a 17 12 52 1
a 17 52 81 0
a 18 80 7 0
a 18 7 24 0
a 18 24 19 0
a 18 19 27 0
a 18 27 5 0
a 18 5 13 0
a 18 13 15 0
a 18 15 2 0
a 18 2 6 0
a 18 6 0 0
a 18 0 1 0
a 18 1 53 0
a 18 13 53 1
a 18 53 47 0
a 18 7 47 1
a 18 47 67 0
a 18 27 67 1
a 18 67 64 0
a 18 24 64 1
a 18 64 39 0
a 18 39 45 0
a 18 5 45 1
a 18 45 33 0
a 18 33 42 0
a 18 2 42 1
a 18 42 32 0
a 18 32 10 0
a 18 10 21 0
a 18 21 8 0
a 18 8 22 0
a 18 22 35 0
a 18 35 55 0
a 18 15 55 1
a 18 55 59 0
a 18 19 59 1
a 18 59 46 0
a 18 6 46 1
a 18 46 34 0
a 18 34 31 0
a 18 31 41 0
a 18 1 41 1
a 18 41 12 0
a 18 12 29 0
a 18 29 40 0
a 18 0 40 1
a 18 40 20 0
a 18 20 25 0
a 18 25 38 0
a 18 38 79 0
a 18 39 79 1
a 18 79 73 0
a 18 33 73 1
a 18 73 62 0
a 18 22 62 1
a 18 62 48 0
a 18 8 48 1
a 18 48 75 0
a 18 35 75 1
a 18 75 61 0
a 18 21 61 1
a 18 61 71 0
a 18 31 71 1
a 18 71 74 0
a 18 34 74 1
a 18 74 50 0
a 18 10 50 1
a 18 50 72 0
a 18 32 72 1
a 18 72 69 0
a 18 29 69 1
a 18 69 60 0
a 18 20 60 1
a 18 60 65 0
a 18 25 65 1
a 18 65 52 0
a 18 12 52 1
a 18 52 78 0
a 18 38 78 1
a 18 78 81 0
a 19 80 14 0
a 19 14 24 0
a 19 24 28 0
a 19 28 19 0
a 19 19 5 0
a 19 5 13 0
a 19 13 15 0
a 19 15 2 0
a 19 2 6 0
a 19 6 0 0
a 19 0 18 0
a 19 18 23 0
a 19 23 53 0
a 19 13 53 1
a 19 53 64 0
a 19 24 64 1
a 19 64 39 0
a 19 39 30 0
a 19 30 45 0
a 19 5 45 1
a 19 45 33 0
a 19 33 42 0
a 19 2 42 1
a 19 42 32 0
a 19 32 10 0
a 19 10 68 0
a 19 28 68 1
a 19 68 21 0
a 19 21 54 0
a 19 14 54 1
a 19 54 8 0
a 19 8 22 0
a 19 22 35 0
a 19 35 55 0
a 19 15 55 1
a 19 55 59 0
a 19 19 59 1
a 19 59 46 0
a 19 6 46 1
a 19 46 34 0
a 19 34 17 0
a 19 17 36 0
a 19 36 12 0
a 19 12 29 0
a 19 29 40 0
a 19 0 40 1
a 19 40 58 0
a 19 18 58 1
a 19 58 20 0
a 19 20 63 0
a 19 23 63 1
a 19 63 37 0
a 19 37 25 0
a 19 25 38 0
a 19 38 79 0
a 19 39 79 1
a 19 79 73 0
a 19 33 73 1
a 19 73 62 0
a 19 22 62 1
a 19 62 70 0
a 19 30 70 1
a 19 70 48 0
a 19 8 48 1
a 19 48 75 0
a 19 35 75 1
a 19 75 61 0
a 19 21 61 1
a 19 61 74 0
a 19 34 74 1
a 19 74 57 0
a 19 17 57 1
a 19 57 50 0
a 19 10 50 1
a 19 50 72 0
a 19 32 72 1
a 19 72 69 0
a 19 29 69 1
a 19 69 76 0
a 19 36 76 1
a 19 76 60 0
a 19 20 60 1
a 19 60 77 0
a 19 37 77 1
a 19 77 65 0
a 19 25 65 1
a 19 65 52 0
a 19 12 52 1
a 19 52 78 0
a 19 38 78 1
a 19 78 81 0
a 20 80 7 0
a 20 7 26 0
a 20 26 19 0
a 20 19 27 0
a 20 27 5 0
a 20 5 13 0
a 20 13 3 0
a 20 3 15 0
a 20 15 9 0
a 20 9 6 0
a 20 6 4 0
a 20 4 16 0
a 20 16 0 0
a 20 0 1 0
a 20 1 23 0
a 20 23 53 0
a 20 13 53 1
a 20 53 47 0
a 20 7 47 1
a 20 47 66 0
a 20 26 66 1
a 20 66 67 0
a 20 27 67 1
a 20 67 43 0
a 20 3 43 1
a 20 43 45 0
a 20 5 45 1
a 20 45 10 0
a 20 10 21 0
a 20 21 49 0
a 20 9 49 1
a 20 49 8 0
a 20 8 56 0
a 20 16 56 1
a 20 56 22 0
a 20 22 55 0
a 20 15 55 1
a 20 55 59 0
a 20 19 59 1
a 20 59 46 0
a 20 6 46 1
a 20 46 41 0
a 20 1 41 1
a 20 41 12 0
a 20 12 44 0
a 20 4 44 1
a 20 44 40 0
a 20 0 40 1
a 20 40 20 0
a 20 20 63 0
a 20 23 63 1
a 20 63 37 0
a 20 37 25 0
a 20 25 38 0
a 20 38 62 0
a 20 22 62 1
a 20 62 48 0
a 20 8 48 1
a 20 48 61 0
a 20 21 61 1
a 20 61 50 0
a 20 10 50 1
a 20 50 60 0
a 20 20 60 1
a 20 60 77 0
a 20 37 77 1
a 20 77 65 0
a 20 25 65 1
a 20 65 52 0
a 20 12 52 1
a 20 52 78 0
a 20 38 78 1
a 20 78 81 0
a 21 80 7 0
a 21 7 14 0
a 21 14 19 0
a 21 19 27 0
a 21 27 13 0
a 21 13 3 0
a 21 3 15 0
a 21 15 9 0
a 21 9 6 0
a 21 6 4 0
a 21 4 16 0
a 21 16 0 0
a 21 0 1 0
a 21 1 23 0
a 21 23 53 0
a 21 13 53 1
a 21 53 47 0
a 21 7 47 1
a 21 47 67 0
a 21 27 67 1
a 21 67 39 0
a 21 39 43 0
a 21 3 43 1
a 21 43 33 0
a 21 33 10 0
a 21 10 21 0
a 21 21 54 0
a 21 14 54 1
a 21 54 49 0
a 21 9 49 1
a 21 49 8 0
a 21 8 56 0
a 21 16 56 1
a 21 56 22 0
a 21 22 35 0
a 21 35 55 0
a 21 15 55 1
a 21 55 59 0
a 21 19 59 1
a 21 59 46 0
a 21 6 46 1
a 21 46 31 0
a 21 31 17 0
a 21 17 41 0
a 21 1 41 1
a 21 41 36 0
a 21 36 12 0
a 21 12 44 0
a 21 4 44 1
a 21 44 40 0
a 21 0 40 1
a 21 40 11 0
a 21 11 20 0
a 21 20 63 0
a 21 23 63 1
a 21 63 38 0
a 21 38 79 0
a 21 39 79 1
a 21 79 73 0
a 21 33 73 1
a 21 73 62 0
a 21 22 62 1
a 21 62 48 0
a 21 8 48 1
a 21 48 75 0
a 21 35 75 1
a 21 75 61 0
a 21 21 61 1
a 21 61 71 0
a 21 31 71 1
a 21 71 57 0
a 21 17 57 1
a 21 57 50 0
a 21 10 50 1
a 21 50 76 0
a 21 36 76 1
a 21 76 60 0
a 21 20 60 1
a 21 60 52 0
a 21 12 52 1
a 21 52 51 0
a 21 11 51 1
a 21 51 78 0
a 21 38 78 1
a 21 78 81 0
a 22 80 7 0
a 22 7 26 0
a 22 26 14 0
a 22 14 24 0
a 22 24 28 0
a 22 28 5 0
a 22 5 13 0
a 22 13 3 0
a 22 3 9 0
a 22 9 6 0
a 22 6 4 0
a 22 4 0 0
a 22 0 18 0
a 22 18 23 0
a 22 23 53 0
a 22 13 53 1
a 22 53 47 0
a 22 7 47 1
a 22 47 66 0
a 22 26 66 1
a 22 66 64 0
a 22 24 64 1
a 22 64 39 0
a 22 39 43 0
a 22 3 43 1
a 22 43 45 0
a 22 5 45 1
a 22 45 33 0
a 22 33 32 0
a 22 32 10 0
a 22 10 68 0
a 22 28 68 1
a 22 68 21 0
a 22 21 54 0
a 22 14 54 1
a 22 54 49 0
a 22 9 49 1
a 22 49 8 0
a 22 8 22 0
a 22 22 46 0
a 22 6 46 1
a 22 46 31 0
a 22 31 17 0
a 22 17 36 0
a 22 36 12 0
a 22 12 44 0
a 22 4 44 1
a 22 44 29 0
a 22 29 40 0
a 22 0 40 1
a 22 40 58 0
a 22 18 58 1
a 22 58 20 0
a 22 20 63 0
a 22 23 63 1
a 22 63 37 0
a 22 37 25 0
a 22 25 38 0
a 22 38 79 0
a 22 39 79 1
a 22 79 73 0
a 22 33 73 1
a 22 73 62 0
a 22 22 62 1
a 22 62 48 0
a 22 8 48 1
a 22 48 61 0
a 22 21 61 1
a 22 61 71 0
a 22 31 71 1
a 22 71 57 0
a 22 17 57 1
a 22 57 50 0
a 22 10 50 1
a 22 50 72 0
a 22 32 72 1
a 22 72 69 0
a 22 29 69 1
a 22 69 76 0
a 22 36 76 1
a 22 76 60 0
a 22 20 60 1
a 22 60 77 0
a 22 37 77 1
a 22 77 65 0
a 22 25 65 1
a 22 65 52 0
a 22 12 52 1
a 22 52 78 0
a 22 38 78 1
a 22 78 81 0
a 23 80 7 0
a 23 7 28 0
a 23 28 19 0
a 23 19 27 0
a 23 27 5 0
a 23 5 13 0
a 23 13 2 0
a 23 2 9 0
a 23 9 6 0
a 23 6 0 0
a 23 0 18 0
a 23 18 23 0
a 23 23 53 0
a 23 13 53 1
a 23 53 47 0
a 23 7 47 1
a 23 47 67 0
a 23 27 67 1
a 23 67 30 0
a 23 30 45 0
a 23 5 45 1
a 23 45 42 0
a 23 2 42 1
a 23 42 32 0
a 23 32 10 0
a 23 10 68 0
a 23 28 68 1
a 23 68 21 0
a 23 21 49 0
a 23 9 49 1
a 23 49 8 0
a 23 8 22 0
a 23 22 59 0
a 23 19 59 1
a 23 59 46 0
a 23 6 46 1
a 23 46 34 0
a 23 34 17 0
a 23 17 12 0
a 23 12 40 0
a 23 0 40 1
a 23 40 58 0
a 23 18 58 1
a 23 58 63 0
a 23 23 63 1
a 23 63 25 0
a 23 25 38 0
a 23 38 62 0
a 23 22 62 1
a 23 62 70 0
a 23 30 70 1
a 23 70 48 0
a 23 8 48 1
a 23 48 61 0
a 23 21 61 1
a 23 61 74 0
a 23 34 74 1
a 23 74 57 0
a 23 17 57 1
a 23 57 50 0
a 23 10 50 1
a 23 50 72 0
a 23 32 72 1
a 23 72 65 0
a 23 25 65 1
a 23 65 52 0
a 23 12 52 1
a 23 52 78 0
a 23 38 78 1
a 23 78 81 0
a 24 80 7 0
a 24 7 26 0
a 24 26 14 0
a 24 14 24 0
a 24 24 28 0
a 24 28 5 0
a 24 5 15 0
a 24 15 2 0
a 24 2 9 0
a 24 9 4 0
a 24 4 16 0
a 24 16 0 0
a 24 0 18 0
a 24 18 23 0
a 24 23 47 0
a 24 7 47 1
a 24 47 66 0
a 24 26 66 1
a 24 66 64 0
a 24 24 64 1
a 24 64 30 0
a 24 30 45 0
a 24 5 45 1
a 24 45 42 0
a 24 2 42 1
a 24 42 32 0
a 24 32 10 0
a 24 10 68 0
a 24 28 68 1
a 24 68 21 0
a 24 21 54 0
a 24 14 54 1
a 24 54 49 0
a 24 9 49 1
a 24 49 56 0
a 24 16 56 1
a 24 56 22 0
a 24 22 55 0
a 24 15 55 1
a 24 55 34 0
a 24 34 31 0
a 24 31 36 0
a 24 36 12 0
a 24 12 44 0
a 24 4 44 1
a 24 44 29 0
a 24 29 40 0
a 24 0 40 1
a 24 40 58 0
a 24 18 58 1
a 24 58 11 0
a 24 11 20 0
a 24 20 63 0
a 24 23 63 1
a 24 63 37 0
a 24 37 25 0
a 24 25 62 0
a 24 22 62 1
a 24 62 70 0
a 24 30 70 1
a 24 70 61 0
a 24 21 61 1
a 24 61 71 0
a 24 31 71 1
a 24 71 74 0
a 24 34 74 1
a 24 74 50 0
a 24 10 50 1
a 24 50 72 0
a 24 32 72 1
a 24 72 69 0
a 24 29 69 1
a 24 69 76 0
a 24 36 76 1
a 24 76 60 0
a 24 20 60 1
a 24 60 77 0
a 24 37 77 1
a 24 77 65 0
a 24 25 65 1
a 24 65 52 0
a 24 12 52 1
a 24 52 51 0
a 24 11 51 1
a 24 51 81 0
